VARIABLES=X,R
ZONE T="BODY GEOMETRY IN FEET"
         0.000000      0.000000
         0.032800      0.005904
         0.065600      0.011808
         0.098400      0.017712
         0.131200      0.023616
         0.164000      0.029520
         0.196800      0.035424
         0.229600      0.041328
         0.262400      0.047232
         0.295200      0.053136
         0.328000      0.059040
         0.328000      0.059040
         0.330603      0.059040
         0.335809      0.059040
         0.343619      0.059040
         0.354031      0.059040
         0.367047      0.059040
         0.382666      0.059040
         0.400887      0.059040
         0.421712      0.059040
         0.445141      0.059040
         0.471172      0.059040
         0.499806      0.059040
         0.531044      0.059040
         0.564884      0.059040
         0.601328      0.059040
         0.640375      0.059040
         0.682025      0.059040
         0.726278      0.059040
         0.773134      0.059040
         0.822593      0.059040
         0.874656      0.059040
         0.929321      0.059040
         0.986590      0.059040
         1.046462      0.059040
         1.108937      0.059040
         1.174015      0.059040
         1.241696      0.059040
         1.311980      0.059040
         1.384867      0.059040
         1.460358      0.059040
         1.538452      0.059040
         1.619148      0.059040
         1.702448      0.059040
         1.788351      0.059040
         1.876857      0.059040
         1.967967      0.059040
         2.061679      0.059040
         2.132000      0.059040
ZONE T="BODY GEOMETRY IN FEET"
         0.000000      0.000000
         0.032800      0.005904
         0.065600      0.011808
         0.098400      0.017712
         0.131200      0.023616
         0.164000      0.029520
         0.196800      0.035424
         0.229600      0.041328
         0.262400      0.047232
         0.295200      0.053136
         0.328000      0.059040
         0.328000      0.059040
         0.330657      0.059040
         0.335970      0.059040
         0.343941      0.059040
         0.354568      0.059040
         0.367852      0.059040
         0.383793      0.059040
         0.402390      0.059040
         0.423645      0.059040
         0.447556      0.059040
         0.474124      0.059040
         0.503349      0.059040
         0.535230      0.059040
         0.569769      0.059040
         0.606964      0.059040
         0.646816      0.059040
         0.689325      0.059040
         0.734491      0.059040
         0.782313      0.059040
         0.832792      0.059040
         0.885928      0.059040
         0.941721      0.059040
         1.000170      0.059040
         1.061277      0.059040
         1.125040      0.059040
         1.191460      0.059040
         1.260537      0.059040
         1.332271      0.059040
         1.406661      0.059040
         1.483708      0.059040
         1.563412      0.059040
         1.645773      0.059040
         1.730791      0.059040
         1.818465      0.059040
         1.908796      0.059040
         2.001784      0.059040
         2.097429      0.059040
         2.132000      0.059040
